address,domains,first_seen,hostname,ip_version,known,last_seen,name,online,risk_score
35.153.133.16,"ec2-35-153-133-16.compute-1.amazonaws.com,jupyter.arctonyx.net",2022-05-11T00:00:00.287896Z,ec2-35-153-133-16.compute-1.amazonaws.com,4,False,2022-05-11T00:00:00.287896Z,jupyter.arctonyx.net,False,
54.83.158.62,"ec2-54-83-158-62.compute-1.amazonaws.com,arctonyx.net,ftp.arctonyx.net,www.arctonyx.net",2022-05-11T00:00:00.287896Z,ec2-54-83-158-62.compute-1.amazonaws.com,4,False,2022-05-11T00:00:00.287896Z,arctonyx.net,False,
97.74.135.10,"pop.arctonyx.net,imap.arctonyx.net,p3plprx03-v01.prod.phx3.secureserver.net,mail.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plprx03-v01.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,imap.arctonyx.net,False,
45.40.130.41,"email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe25-v05.prod.phx3.secureserver.net",2022-09-28T00:00:00.410818Z,p3plgemwbe25-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
173.201.192.20,"p3plgemwbe12-v05.prod.phx3.secureserver.net,email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net",2022-07-11T00:00:00.555244Z,p3plgemwbe12-v05.prod.phx3.secureserver.net,4,False,2022-07-11T00:00:00.555244Z,e.arctonyx.net,False,
52.0.109.137,"ec2-52-0-109-137.compute-1.amazonaws.com,unstable.scout.arctonyx.com",2022-08-02T00:00:00.706693Z,ec2-52-0-109-137.compute-1.amazonaws.com,4,False,2022-08-02T00:00:00.706693Z,ec2-52-0-109-137.compute-1.amazonaws.com,False,
208.109.200.109,"ip-208-109-200-109.ip.secureserver.net,arctonyx.com,www.arctonyx.com",2022-08-02T00:00:00.706693Z,ip-208-109-200-109.ip.secureserver.net,4,False,2022-08-02T00:00:00.706693Z,arctonyx.com,False,
68.178.252.133,"e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe23-v05.prod.phx3.secureserver.net,email.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plgemwbe23-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
68.178.252.148,"e.arctonyx.net,webmail.arctonyx.net,email.arctonyx.net,p3plgemwbe24-v05.prod.phx3.secureserver.net",2022-09-28T00:00:00.410818Z,p3plgemwbe24-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
173.201.193.5,"e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe15-v05.prod.phx3.secureserver.net,email.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plgemwbe15-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
173.201.193.20,"e.arctonyx.net,webmail.arctonyx.net,p3plgemwbe16-v05.prod.phx3.secureserver.net,email.arctonyx.net",2022-09-28T00:00:00.410818Z,p3plgemwbe16-v05.prod.phx3.secureserver.net,4,False,2022-10-27T00:00:00.953342Z,e.arctonyx.net,False,
173.201.192.133,"p3plgemwbe13-v05.prod.phx3.secureserver.net,email.arctonyx.net,e.arctonyx.net,webmail.arctonyx.net",2022-07-11T00:00:00.555244Z,p3plgemwbe13-v05.prod.phx3.secureserver.net,4,False,2022-07-11T00:00:00.555244Z,e.arctonyx.net,False,
34.201.234.97,"ec2-34-201-234-97.compute-1.amazonaws.com,unstable.scout.arctonyx.com",2022-08-02T00:00:00.706693Z,ec2-34-201-234-97.compute-1.amazonaws.com,4,False,2022-08-02T00:00:00.706693Z,ec2-34-201-234-97.compute-1.amazonaws.com,False,
